FlowID,bytes,pkts,beginTime,endTime,SYN,SYNACK,FIN,dur,rate,RTT
51.194.37.37-232.228.75.158-80-56109,1513952,1013,1403182856710282,1403182858970282,0,1,1,2.26,5359122.12389,0.0
47.117.158.164-127.8.118.142-80-43573,1511404,1020,1403182817678399,1403182817800618,0,1,1,0.122219,98930869.9957,0.0
47.117.158.74-127.8.118.158-80-52668,1510549,1020,1403182856518848,1403182856632103,0,1,1,0.113255,106700737.274,0.0
47.117.158.78-127.8.118.146-80-58413,1510179,1016,1403182812925009,1403182813033889,0,1,1,0.10888,110960984.57,0.0
133.239.237.46-127.8.118.142-80-63504,1510022,1020,1403182839121843,1403182839223032,0,1,1,0.101189,119382304.401,0.0
47.117.158.74-127.8.118.158-80-51753,1509865,1020,1403182835074824,1403182835189789,0,1,1,0.114965,105066063.585,0.0
57.25.129.163-52.130.253.70-80-58849,1509791,1010,1403182815304286,1403182835313910,0,1,1,20.009624,603625.9352,0.0
133.239.237.46-127.8.118.142-80-62330,1508949,1014,1403182810252417,1403182810349341,0,1,1,0.096924,124546985.267,0.0
63.43.222.218-178.203.109.9-80-1316,1507693,1016,1403182805835681,1403182831118828,0,1,1,25.283147,477058.650966,0.0
246.27.150.13-187.187.162.192-80-19252,1491439,998,1403182821574254,1403182821826417,0,1,1,0.252163,47316664.2212,0.0
47.117.158.74-127.8.118.158-80-50427,1481263,999,1403182804409332,1403182804526051,0,1,1,0.116719,101526777.988,0.0
47.117.158.78-127.8.118.158-80-52381,1480650,999,1403182815066176,1403182815178846,0,1,1,0.11267,105131800.834,0.0
47.117.158.88-127.8.118.156-80-43866,1478873,991,1403182857913605,1403182858036572,0,1,1,0.122967,96212674.9453,0.0
63.12.32.6-209.209.116.157-80-48634,1476645,988,1403182822179704,1403182835388817,0,1,1,13.209113,894318.944807,0.0
130.6.80.4-170.167.133.196-80-51509,1476240,988,1403182819656879,1403182829509712,0,1,1,9.852833,1198631.90617,0.0
57.25.129.163-231.128.252.176-80-56130,1475877,986,1403182825782258,1403182846568801,0,1,1,20.786543,568012.487695,0.0
57.25.129.163-32.193.72.33-80-52570,1475331,985,1403182842866875,1403182847856025,0,1,1,4.98915,2365663.0889,0.0
63.105.67.18-249.122.250.156-80-57921,1472285,1036,1403182848007747,1403182852755071,0,1,1,4.747324,2481035.63186,0.0
63.105.65.233-205.98.60.80-80-52234,1470001,1017,1403182845192088,1403182849724882,0,1,1,4.532794,2594428.0724,0.0
57.25.128.70-52.133.32.136-80-54660,1468773,980,1403182855186163,1403182859923517,0,1,1,4.737354,2480326.3594,0.0
57.25.129.163-70.105.110.141-80-63145,1459239,976,1403182835653418,1403182844789155,0,1,1,9.135737,1277829.2545,0.0
57.25.129.163-156.130.79.114-80-2425,1455032,980,1403182807535947,1403182831060161,0,1,1,23.524214,494820.188254,0.0
63.12.32.67-48.116.70.254-30761-80,1454110,975,1403182832616573,1403182835559198,1,0,1,2.942625,3953232.23313,38.294
47.117.158.74-127.8.118.158-80-51629,1452026,981,1403182832163148,1403182832276568,0,1,1,0.11342,102417633.574,0.0
51.194.37.118-127.8.118.142-80-38588,1451566,981,1403182820302219,1403182820418533,0,1,1,0.116314,99837749.54,0.0
47.117.158.78-127.8.118.158-80-52860,1451368,979,1403182826659477,1403182826782802,0,1,1,0.123325,94149150.6183,0.0
47.117.158.88-127.8.118.143-80-61445,1451180,979,1403182819111864,1403182819225608,0,1,1,0.113744,102066394.711,0.0
47.117.158.74-127.8.118.158-80-51159,1451036,979,1403182821400680,1403182821533753,0,1,1,0.133073,87232481.42,0.0
133.239.237.118-127.8.118.142-80-42442,1450838,982,1403182858392569,1403182858509602,0,1,1,0.117033,99174625.9602,0.0
133.239.237.118-127.8.118.141-80-59094,1450746,978,1403182822428033,1403182822551392,0,1,1,0.123359,94082863.8364,0.0
47.117.158.74-127.8.118.158-80-50290,1450553,979,1403182800638603,1403182800754104,0,1,1,0.115501,100470333.59,0.0
51.194.37.118-232.228.75.145-80-65221,1450523,977,1403182814777598,1403182817038606,0,1,1,2.261008,5132305.59113,0.0
47.117.158.148-127.8.118.143-80-35726,1450488,978,1403182842028334,1403182842174085,0,1,1,0.145751,79614575.5432,0.0
51.194.37.128-232.228.75.147-80-59261,1446761,973,1403182857592390,1403182859368293,0,1,1,1.775903,6517297.39744,0.0
139.39.102.99-213.89.94.206-80-56295,1446045,974,1403182844821331,1403182850468663,0,1,1,5.647332,2048464.65552,0.0
133.239.237.118-232.228.75.144-80-62536,1441751,970,1403182850399699,1403182851876722,0,1,1,1.477023,7808956.25864,0.0
180.171.202.99-201.96.32.154-57385-443,1433924,1038,1403182821906890,1403182841219478,1,0,1,19.312588,593985.228702,172.92
47.117.158.11-127.8.118.142-80-61988,1430203,965,1403182820807348,1403182820913936,0,1,1,0.106588,107344391.489,0.0
92.4.200.188-201.127.189.118-49253-443,1427733,1035,1403182836976400,1403182852476006,1,0,1,15.499606,736913.183471,85.398
62.91.176.220-127.8.118.157-80-57042,1422736,960,1403182810966038,1403182811094400,0,1,1,0.128362,88670229.5072,0.0
62.91.176.220-127.8.118.143-80-50070,1422592,960,1403182857008622,1403182857110624,0,1,1,0.102002,111573655.419,0.0
133.239.237.46-127.8.118.141-80-53629,1422487,962,1403182816462053,1403182816593267,0,1,1,0.131214,86727757.7088,0.0
133.239.237.56-127.8.118.157-80-43612,1422475,960,1403182857170331,1403182857277257,0,1,1,0.106926,106426874.661,0.0
47.117.158.74-127.8.118.158-80-51107,1422365,960,1403182820219757,1403182820335773,0,1,1,0.116016,98080609.5711,0.0
47.117.158.148-127.8.118.143-80-33254,1422296,960,1403182809250064,1403182809365642,0,1,1,0.115578,98447524.6154,0.0
133.239.237.26-127.8.118.143-80-49645,1422252,960,1403182828661709,1403182828765524,0,1,1,0.103815,109598959.688,0.0
133.239.237.58-127.8.118.157-80-63796,1422047,959,1403182844784629,1403182844888852,0,1,1,0.104223,109154179.02,0.0
133.239.237.118-127.8.118.142-80-40913,1421993,959,1403182823040453,1403182823143196,0,1,1,0.102743,110722326.582,0.0
47.117.158.74-127.8.118.158-80-50289,1421827,958,1403182800638355,1403182800750109,0,1,1,0.111754,101782629.705,0.0
47.117.158.78-127.8.118.158-80-53049,1421688,959,1403182830116563,1403182830234635,0,1,1,0.118072,96326851.4127,0.0
57.25.128.70-32.216.74.164-80-58051,1421745,949,1403182848991626,1403182857018076,0,1,1,8.02645,1417059.84588,0.0
47.117.158.11-127.8.118.142-80-61361,1421504,958,1403182804358564,1403182804482654,0,1,1,0.12409,91643420.0983,0.0
51.194.37.104-232.228.75.132-80-34671,1421492,956,1403182852775541,1403182854243915,0,1,1,1.468374,7744577.3352,0.0
47.117.158.74-127.8.118.158-80-51190,1421191,957,1403182821990953,1403182822103751,0,1,1,0.112798,100795475.097,0.0
133.239.237.118-127.8.118.142-80-41568,1421120,959,1403182838647642,1403182838749936,0,1,1,0.102294,111140047.315,0.0
133.239.237.118-127.8.118.142-80-41293,1421094,958,1403182832666299,1403182832778027,0,1,1,0.111728,101753830.732,0.0
57.25.129.163-154.248.2.175-80-52897,1418957,948,1403182808069133,1403182828404475,0,1,1,20.335342,558223.018821,0.0
88.23.134.209-201.96.33.213-13667-443,1412972,1024,1403182806111291,1403182843099292,1,0,1,36.988001,305606.566843,92.865
57.25.128.226-32.193.67.213-80-9369,1407092,979,1403182815473626,1403182820592872,0,1,1,5.119246,2198905.07313,0.0
141.51.40.221-39.12.10.209-80-18507,1395393,959,1403182818753452,1403182819488663,0,1,1,0.735211,15183592.1933,0.0
62.91.176.215-127.8.118.143-80-46178,1393210,940,1403182812435562,1403182812538632,0,1,1,0.10307,108136994.276,0.0
62.91.176.220-127.8.118.143-80-46813,1393112,940,1403182812945061,1403182813047361,0,1,1,0.1023,108943264.907,0.0
47.117.158.148-127.8.118.143-80-36381,1392443,938,1403182852428127,1403182852549908,0,1,1,0.121781,91471937.3301,0.0
62.91.176.220-127.8.118.157-80-57669,1392191,940,1403182822879013,1403182822998336,0,1,1,0.119323,93339322.6788,0.0
47.117.158.78-127.8.118.158-80-53980,1392077,940,1403182852321183,1403182852434456,0,1,1,0.113273,98316597.9536,0.0
62.91.176.245-127.8.118.156-80-64433,1392133,939,1403182859748841,1403182859895611,0,1,1,0.14677,75881065.6129,0.0
57.25.129.163-32.193.76.159-80-62740,1389725,928,1403182802574128,1403182810053960,0,1,1,7.479832,1486370.28211,0.0
57.25.128.70-32.193.51.17-80-57929,1389537,967,1403182827558103,1403182835827401,0,1,1,8.269298,1344285.33111,0.0
141.57.194.217-189.61.226.4-80-55639,1385665,997,1403182837339101,1403182846244393,0,1,1,8.905292,1244801.40573,0.0
181.143.223.42-127.10.134.144-80-45697,1381104,950,1403182806940786,1403182815304202,0,1,1,8.363416,1321090.80787,0.0
57.25.129.163-52.133.109.48-80-3171,1380037,923,1403182808666677,1403182818664798,0,1,1,9.998121,1104237.08615,0.0
57.25.129.163-199.38.113.151-80-2068,1375814,920,1403182838450392,1403182849917810,0,1,1,11.467418,959807.342856,0.0
57.25.129.163-52.149.146.250-80-50734,1373700,919,1403182836462095,1403182844465489,0,1,1,8.003394,1373117.45492,0.0
57.25.129.163-35.165.180.144-80-48116,1370071,918,1403182843581128,1403182852188294,0,1,1,8.607166,1273423.56357,0.0
246.12.26.130-229.152.152.80-80-53942,1365403,913,1403182826914819,1403182829919326,0,1,1,3.004507,3635612.76442,0.0
51.194.37.104-127.8.118.146-80-49142,1362620,918,1403182805775933,1403182805869747,0,1,1,0.093814,116197582.45,0.0
183.215.107.137-141.57.181.77-3128-44633,1355231,918,1403182827550519,1403182837143751,0,1,1,9.593232,1130155.92659,0.0
133.239.237.26-127.8.118.143-80-51149,1352685,915,1403182850989898,1403182851133053,0,1,1,0.143155,75592749.1181,0.0
57.25.129.163-151.236.150.252-80-6324,1349125,902,1403182810417960,1403182822863906,0,1,1,12.445946,867190.007091,0.0
133.239.237.107-232.228.75.158-80-48879,1343399,905,1403182815877622,1403182820075029,0,1,1,4.197407,2560436.00251,0.0
133.239.237.58-232.228.75.157-80-63308,1342738,904,1403182816221358,1403182816699335,0,1,1,0.477977,22473683.8802,0.0
63.105.67.18-249.122.250.156-80-57904,1335706,940,1403182810037987,1403182813743505,0,1,1,3.705518,2883712.34467,0.0
141.194.118.46-201.127.191.121-57923-443,1329496,1012,1403182824929064,1403182832451163,1,0,1,7.522099,1413962.77821,39.231
88.23.91.223-201.96.33.213-63896-443,1328636,912,1403182836609591,1403182851586473,1,0,1,14.976882,709699.655776,96.636
50.119.244.155-157.253.148.255-80-27681,1325727,949,1403182800811311,1403182852299948,0,1,1,51.488637,205983.623144,0.0
186.233.170.245-187.187.160.130-80-25744,1324319,885,1403182847614864,1403182847914130,0,1,1,0.299266,35401789.7122,0.0
184.16.46.142-201.96.35.162-56713-443,1321772,983,1403182828490302,1403182833665250,1,0,1,5.174948,2043339.56592,61.233
183.215.99.205-153.26.47.4-80-62246,1319074,883,1403182808527543,1403182836244462,0,1,1,27.716919,380727.45387,0.0
63.105.65.222-32.193.85.180-80-7185,1308420,909,1403182831226201,1403182835521832,0,1,1,4.295631,2436745.61432,0.0
141.249.76.39-201.127.189.9-57573-443,1290909,964,1403182815481686,1403182818134052,1,0,1,2.652366,3893607.44332,47.625
57.25.129.163-156.130.123.109-80-51043,1289816,863,1403182814225723,1403182834679462,0,1,1,20.453739,504481.258903,0.0
57.25.128.70-32.193.67.161-80-58240,1287112,903,1403182815884132,1403182830013124,0,1,1,14.128992,728777.82081,0.0
63.105.67.34-249.122.218.13-80-51468,1286209,870,1403182836439829,1403182838701820,0,1,1,2.261991,4548944.71287,0.0
47.117.158.88-127.8.118.156-80-42041,1284372,867,1403182807901124,1403182808013795,0,1,1,0.112671,91194504.3534,0.0
78.136.105.157-162.122.255.68-80-52027,1273508,861,1403182851315951,1403182855041271,0,1,1,3.72532,2734815.80106,0.0
133.239.237.46-127.8.118.142-80-62373,1271897,858,1403182811202591,1403182811301122,0,1,1,0.098531,103268778.354,0.0
133.239.237.26-127.8.118.142-80-41342,1271191,857,1403182842260511,1403182842387205,0,1,1,0.126694,80268426.287,0.0
184.145.63.15-201.96.35.162-54983-443,1262402,855,1403182824585251,1403182829309082,1,0,1,4.723831,2137929.15115,42.87
47.173.252.2-153.26.45.218-80-59000,1262302,971,1403182828603816,1403182851081030,0,1,1,22.477214,449273.473127,0.0
188.132.160.234-148.217.178.255-80-51505,1259092,844,1403182805276470,1403182856984293,0,1,1,51.707823,194801.00719,0.0
63.105.65.222-80.178.188.155-80-1476,1254036,863,1403182810839702,1403182813710285,0,1,1,2.870583,3494860.80005,0.0
62.77.227.50-156.213.198.160-80-49513,1240504,881,1403182817405635,1403182821330657,0,1,1,3.925022,2528401.62425,0.0
63.27.117.255-152.205.239.55-80-40524,1236737,884,1403182842690088,1403182850290497,0,1,1,7.600409,1301758.3659,0.0
57.25.129.163-45.143.197.163-80-14837,1229450,823,1403182846579970,1403182858572391,0,1,1,11.992421,820151.327242,0.0
57.25.129.163-32.216.74.198-80-54727,1226867,820,1403182804505584,1403182809707762,0,1,1,5.202178,1886697.45633,0.0
57.25.129.163-115.92.121.27-80-54125,1225528,820,1403182838010030,1403182849073663,0,1,1,11.063633,886166.777224,0.0
162.70.151.164-139.217.40.236-80-54785,1223061,880,1403182838266203,1403182846200581,0,1,1,7.934378,1233176.43803,0.0
184.129.12.212-48.116.67.10-15352-443,1222912,963,1403182835948565,1403182842632280,1,0,1,6.683715,1463751.22219,32.722
62.77.227.50-156.213.198.160-80-49511,1219140,865,1403182811292216,1403182815451547,0,1,1,4.159331,2344877.09682,0.0
66.155.142.2-201.127.191.88-51052-443,1215513,826,1403182838182874,1403182852056058,1,0,1,13.873184,700928.06381,70.499
57.25.129.163-52.153.202.236-80-64765,1209888,809,1403182807426528,1403182836457889,0,1,1,29.031361,333401.661741,0.0
57.25.129.163-151.236.128.243-80-52384,1206834,808,1403182830282044,1403182839682040,0,1,1,9.399996,1027093.20302,0.0
141.120.35.16-201.127.191.104-50434-443,1198568,934,1403182832538856,1403182838033288,1,0,1,5.494432,1745138.35097,81.762
133.239.237.36-127.8.118.146-80-55203,1195464,799,1403182849113404,1403182849267504,0,1,1,0.1541,62061726.1518,0.0
46.71.83.180-221.110.197.229-80-50128,1195460,802,1403182815523885,1403182818150040,0,1,1,2.626155,3641704.31677,0.0
206.27.92.13-39.110.116.186-8088-65223,1191587,797,1403182809307927,1403182825835507,0,1,1,16.52758,576775.063258,0.0
57.25.129.163-32.193.65.101-80-60024,1190323,797,1403182832907871,1403182842201673,0,1,1,9.293802,1024616.62084,0.0
57.232.17.232-209.209.116.229-3128-40260,1181493,790,1403182835718653,1403182851429157,0,1,1,15.710504,601632.130962,0.0
57.25.129.163-198.80.205.209-80-30410,1174755,830,1403182827622760,1403182838443928,0,1,1,10.821168,868486.655045,0.0
77.132.50.33-148.218.9.138-80-52315,1171814,788,1403182838286909,1403182858902559,0,1,1,20.61565,454727.937271,0.0
47.117.158.78-127.8.118.141-80-61250,1166849,789,1403182823288681,1403182823428704,0,1,1,0.140023,66666133.4209,0.0
62.77.227.50-156.213.198.160-80-49514,1166522,828,1403182821596045,1403182824549591,0,1,1,2.953546,3159651.48334,0.0
57.25.129.163-32.193.92.202-80-52909,1164838,780,1403182835635151,1403182845210690,0,1,1,9.575539,973178.01118,0.0
187.119.42.166-52.133.55.212-443-59522,1162230,873,1403182819732433,1403182856586336,0,1,1,36.853903,252289.153743,0.0
133.239.237.59-127.8.118.142-80-59836,1160985,784,1403182852479932,1403182852733036,0,1,1,0.253104,36695903.6602,0.0
62.136.140.30-144.92.90.165-80-11340,1159613,784,1403182839611059,1403182851225297,0,1,1,11.614238,798752.703363,0.0
39.18.45.116-141.57.181.75-80-56285,1158762,814,1403182829342649,1403182839132092,0,1,1,9.789443,946948.258445,0.0
63.12.32.26-39.110.105.116-80-60718,1158654,774,1403182831725019,1403182833186291,0,1,1,1.461272,6343262.58219,0.0
57.25.129.163-80.171.175.27-80-61216,1157862,774,1403182830517798,1403182838027595,0,1,1,7.509797,1233441.59636,0.0
183.215.110.51-54.111.81.51-80-51715,1148205,768,1403182827567523,1403182830159301,0,1,1,2.591778,3544146.14215,0.0
62.91.176.228-127.8.118.141-80-40950,1147539,767,1403182800943995,1403182801120545,0,1,1,0.17655,51998368.7341,0.0
57.25.129.163-199.38.111.236-80-5059,1142928,765,1403182834000197,1403182843998902,0,1,1,9.998705,914460.822677,0.0
57.25.129.163-151.129.82.250-80-56142,1140878,787,1403182812537594,1403182833973082,0,1,1,21.435488,425790.352895,0.0
63.27.117.255-205.175.116.189-80-34387,1140617,795,1403182811120988,1403182825522540,0,1,1,14.401552,633607.822268,0.0
57.25.129.163-44.18.116.197-80-53348,1136031,760,1403182827828271,1403182847973962,0,1,1,20.145691,451126.149011,0.0
141.101.118.219-201.127.187.224-57805-443,1135910,861,1403182807068637,1403182812223543,1,0,1,5.154906,1762841.06829,61.982
51.194.37.118-127.8.118.157-80-45133,1127624,753,1403182855710167,1403182855876865,0,1,1,0.166698,54115778.2337,0.0
57.25.129.163-80.171.175.98-80-51688,1126420,756,1403182847254446,1403182857297290,0,1,1,10.042844,897291.643682,0.0
57.25.129.163-198.80.204.230-80-38846,1125797,796,1403182805550397,1403182815785191,0,1,1,10.234794,879976.284818,0.0
57.25.129.163-156.246.61.108-80-51609,1124250,795,1403182832537205,1403182841184221,0,1,1,8.647016,1040127.60009,0.0
57.25.129.163-45.129.22.109-80-65311,1124047,753,1403182819311469,1403182828388473,0,1,1,9.077004,990676.659391,0.0
190.125.74.215-206.112.140.158-80-58419,1121680,806,1403182853339150,1403182855630603,0,1,1,2.291453,3916048.02717,0.0
187.119.43.46-52.254.196.28-80-42774,1121579,749,1403182833108618,1403182837451948,0,1,1,4.34333,2065841.64685,0.0
51.194.37.104-127.8.118.142-80-54685,1118396,747,1403182851301957,1403182851466659,0,1,1,0.164702,54323371.9081,0.0
57.25.129.163-198.80.204.233-80-19643,1115755,788,1403182833397892,1403182841047497,0,1,1,7.649605,1166862.86416,0.0
187.119.43.4-32.193.51.97-80-19565,1113679,808,1403182814238701,1403182825569550,0,1,1,11.330849,786298.714245,0.0
187.8.210.174-206.24.154.141-13128-36764,1109879,744,1403182853328368,1403182854491161,0,1,1,1.162793,7635952.40081,0.0
183.215.110.123-54.84.95.190-80-43235,1108840,746,1403182846175221,1403182854264102,0,1,1,8.088881,1096656.0146,0.0
68.142.144.78-232.228.73.156-80-58965,1108637,953,1403182807632061,1403182838881823,0,1,1,31.249762,283813.233522,0.0
246.27.150.194-231.131.164.22-80-50289,1107978,744,1403182832731938,1403182847814663,0,1,1,15.082725,587680.541812,0.0
184.154.16.236-201.96.35.85-64881-443,1107324,752,1403182832793738,1403182856496534,1,0,1,23.702796,373736.161759,164.582
188.132.160.210-144.92.48.146-80-19009,1103503,748,1403182818995937,1403182858166498,0,1,1,39.170561,225373.948563,0.0
50.70.82.205-148.217.174.204-80-51507,1101291,737,1403182841453731,1403182850802269,0,1,1,9.348538,942428.431055,0.0
185.90.91.135-201.127.187.137-4006-443,1093923,864,1403182854105551,1403182857977035,1,0,1,3.871484,2260472.72829,111.245
190.172.74.64-68.142.4.160-80-42364,1093008,884,1403182812127436,1403182831161329,0,1,1,19.033893,459394.40765,0.0
48.116.48.254-78.130.102.207-34357-80,1092530,773,1403182815095690,1403182816423265,1,0,1,1.327575,6583612.97855,53.121
48.116.48.254-78.130.102.207-40053-80,1092530,773,1403182820796355,1403182822130343,1,0,1,1.333988,6551962.98617,54.76
48.116.48.254-78.130.102.207-33443-80,1092530,773,1403182800185952,1403182801521535,1,0,1,1.335583,6544138.40248,51.301
48.116.48.254-78.130.102.207-33621-80,1092530,773,1403182847195305,1403182848531140,1,0,1,1.335835,6542903.8766,52.143
48.116.48.254-78.130.102.207-40331-80,1092530,773,1403182809595266,1403182810991681,1,0,1,1.396415,6259056.22612,55.405
57.25.129.163-52.153.202.236-80-60227,1091942,730,1403182806381666,1403182827895409,0,1,1,21.513743,406044.452609,0.0
57.25.129.163-32.216.74.138-80-55218,1090976,731,1403182849115401,1403182859174918,0,1,1,10.059517,867617.003878,0.0
148.194.149.187-181.130.232.127-45041-443,1090081,816,1403182833071718,1403182854471087,1,0,1,21.399369,407518.931983,539.054
201.97.85.44-39.109.187.181-80-64583,1089850,729,1403182822402517,1403182822574149,0,1,1,0.171632,50799384.7301,0.0
201.97.87.109-165.44.22.218-80-59827,1089846,728,1403182802729313,1403182807051157,0,1,1,4.321844,2017372.21427,0.0
50.11.179.132-39.109.187.181-80-65317,1089794,728,1403182822207438,1403182822397741,0,1,1,0.190303,45813003.4734,0.0
232.255.206.190-169.51.43.65-80-51889,1089644,728,1403182807775737,1403182825859550,0,1,1,18.083813,482041.702157,0.0
68.142.45.23-153.26.32.146-80-50089,1088517,738,1403182808621597,1403182827951995,0,1,1,19.330398,450489.224278,0.0
189.22.66.76-229.168.116.75-80-40519,1080690,723,1403182822757827,1403182823961770,0,1,1,1.203943,7181004.41632,0.0
63.27.117.255-205.175.117.164-80-54420,1076656,756,1403182815639467,1403182859337570,0,1,1,43.698103,197108.052951,0.0
57.25.129.163-32.216.95.18-80-65439,1072126,747,1403182819122270,1403182823432198,0,1,1,4.309928,1990058.3026,0.0
63.12.32.6-209.209.116.166-80-55456,1071825,724,1403182826552687,1403182842606310,0,1,1,16.053623,534122.422085,0.0
63.105.65.215-205.98.63.151-80-48874,1071471,716,1403182806001044,1403182848949988,0,1,1,42.948944,199580.413432,0.0
57.25.128.70-32.193.67.152-443-57482,1069177,793,1403182803267922,1403182812286427,0,1,1,9.018505,948429.479165,0.0
57.25.129.163-32.193.72.66-80-59207,1064992,713,1403182801100393,1403182810197079,0,1,1,9.096686,936597.789569,0.0
57.25.129.163-156.166.87.170-80-65295,1057492,709,1403182823883908,1403182834094071,0,1,1,10.210163,828579.915913,0.0
57.25.128.70-32.193.93.124-80-62342,1056335,738,1403182809470541,1403182818339304,0,1,1,8.868763,952858.927451,0.0
201.97.239.120-156.234.29.20-80-34182,1052962,704,1403182804708277,1403182823566550,0,1,1,18.858273,446684.380908,0.0
201.114.214.119-57.31.185.13-50719-443,1051497,714,1403182801588721,1403182805150751,1,0,1,3.56203,2361567.9823,196.382
246.12.25.114-229.170.160.217-80-52546,1049534,707,1403182813413562,1403182830610304,0,1,1,17.196742,488247.83206,0.0
57.25.129.163-142.78.86.200-80-5778,1047673,702,1403182823267987,1403182832219194,0,1,1,8.951207,936341.210744,0.0
57.25.129.163-199.38.111.236-80-5055,1046767,701,1403182821203423,1403182834000090,0,1,1,12.796667,654399.774566,0.0
57.25.129.163-146.24.24.89-80-60691,1046128,701,1403182817694157,1403182827730502,0,1,1,10.036345,833871.693331,0.0
57.25.128.226-32.216.95.109-80-56619,1037730,723,1403182840292180,1403182844129660,0,1,1,3.83748,2163357.20316,0.0
63.12.32.6-62.59.20.177-80-54745,1030423,690,1403182816698977,1403182826875417,0,1,1,10.17644,810045.949271,0.0
57.25.129.163-44.159.73.155-80-58467,1029696,689,1403182825563513,1403182844021150,0,1,1,18.457637,446295.915344,0.0
183.243.34.233-127.153.141.110-22-36402,1029429,798,1403182810486444,1403182826671049,0,1,1,16.184605,508843.558431,0.0
92.112.48.156-201.127.191.40-53230-443,1026522,750,1403182851603825,1403182854626878,1,0,1,3.023053,2716517.37498,79.988
57.25.129.163-205.34.28.172-80-5184,1024276,686,1403182838948179,1403182851520412,0,1,1,12.572233,651770.294108,0.0
162.70.151.248-189.61.217.59-80-58758,1018028,733,1403182830847636,1403182838236223,0,1,1,7.388587,1102270.84015,0.0
151.22.202.198-105.186.158.229-80-46070,1016367,680,1403182850398697,1403182856892527,0,1,1,6.49383,1252101.76429,0.0
183.215.110.51-54.111.81.51-80-51719,1014614,680,1403182833396965,1403182836011654,0,1,1,2.614689,3104350.84249,0.0
63.12.32.6-209.209.116.46-80-53214,1012504,680,1403182829413192,1403182842168913,0,1,1,12.755721,635011.693969,0.0
63.16.151.150-201.90.205.191-443-39624,1010856,679,1403182814563121,1403182815819170,0,1,1,1.256049,6438322.07183,0.0
57.25.129.163-199.38.111.185-80-9746,1007527,674,1403182838967647,1403182846036044,0,1,1,7.068397,1140317.38738,0.0
57.25.128.70-32.216.74.253-80-52702,1002260,670,1403182839694297,1403182843917178,0,1,1,4.222881,1898722.69666,0.0
57.25.129.163-151.129.86.251-80-65113,1001609,671,1403182800876524,1403182810827042,0,1,1,9.950518,805271.846149,0.0
57.25.129.163-32.193.84.112-80-57341,995806,666,1403182818725984,1403182824005419,0,1,1,5.279435,1508958.43968,0.0
201.97.239.120-156.234.29.20-80-34189,994804,665,1403182804949786,1403182826110322,0,1,1,21.160536,376097.845537,0.0
181.143.223.43-127.10.134.145-80-40671,992808,678,1403182814716085,1403182815805615,0,1,1,1.08953,7289807.53169,0.0
50.119.240.10-187.187.160.229-80-51360,986161,662,1403182856524362,1403182859454436,0,1,1,2.930074,2692521.75884,0.0
57.25.129.163-52.130.206.116-80-62163,982550,659,1403182848718379,1403182858809748,0,1,1,10.091369,778923.057912,0.0
57.25.128.70-32.216.72.114-80-53305,968250,647,1403182801363601,1403182807499864,0,1,1,6.136263,1262331.81335,0.0
62.239.96.197-157.113.77.133-80-63240,964840,646,1403182830244736,1403182844134583,0,1,1,13.889847,555709.504936,0.0
57.25.128.226-32.193.51.58-80-47753,960928,670,1403182804543318,1403182822192902,0,1,1,17.649584,435558.367835,0.0
68.142.45.65-141.57.200.141-80-43811,959802,642,1403182846774233,1403182846905336,0,1,1,0.131103,58567813.0935,0.0
57.25.129.163-52.133.48.242-80-59564,959112,678,1403182812699263,1403182820127723,0,1,1,7.42846,1032905.33973,0.0
90.21.18.187-70.136.77.128-443-47791,949417,689,1403182846109541,1403182859045362,0,1,1,12.935821,587155.310823,0.0
188.132.160.234-180.111.254.81-80-18176,949058,640,1403182810899891,1403182842776328,0,1,1,31.876437,238184.211115,0.0
162.70.151.248-189.61.217.59-80-58759,943016,679,1403182838782327,1403182846355277,0,1,1,7.57295,996194.085528,0.0
141.51.41.180-193.61.109.87-80-51514,940791,651,1403182839306125,1403182843996469,0,1,1,4.690344,1604643.07096,0.0
57.25.129.163-80.171.132.108-80-4531,940627,631,1403182801972726,1403182811940021,0,1,1,9.967295,754970.731778,0.0
50.119.244.158-205.174.43.65-80-22511,932264,635,1403182816907295,1403182855024020,0,1,1,38.116725,195665.078781,0.0
63.12.32.26-39.110.105.116-80-61163,928276,622,1403182855580987,1403182856962436,0,1,1,1.381449,5375665.69595,0.0
62.118.124.236-206.24.133.20-80-58851,927897,621,1403182851290636,1403182851914066,0,1,1,0.62343,11906991.9638,0.0
57.25.128.70-32.216.95.110-80-50975,927299,651,1403182840630601,1403182845380362,0,1,1,4.749761,1561845.32232,0.0
90.39.97.101-232.176.22.251-9050-53932,925717,623,1403182801396176,1403182810306681,0,1,1,8.910505,831124.161874,0.0
57.25.128.70-32.193.84.76-80-20946,925302,621,1403182817358400,1403182829207106,0,1,1,11.848706,624744.67676,0.0
190.84.1.68-205.174.196.5-80-8238,922522,625,1403182800154000,1403182844289078,0,1,1,44.135078,167217.92131,0.0
183.215.110.169-32.193.67.139-80-11040,921849,643,1403182835629666,1403182843045093,0,1,1,7.415427,994520.20767,0.0
184.150.180.177-201.96.35.162-36129-443,921260,630,1403182814937923,1403182825092571,1,0,1,10.154648,725783.897187,67.196
139.83.49.152-201.127.187.134-51477-443,920300,641,1403182824505080,1403182835892804,1,0,1,11.387724,646520.762182,50.347
57.25.129.163-52.133.55.157-80-5377,918772,650,1403182845857019,1403182854524504,0,1,1,8.667485,848017.15838,0.0
